/home/paperspace/biomlbench/scripts/gcp-deploy/deploy.py:170: SyntaxWarning: invalid escape sequence '\/'
[2025-08-20 01:01:15] Waiting for SSH on bioml-mlagentbench-proteingym-dms-sbi-staam-tsubo-a75d-120048a9...
[2025-08-20 01:01:15] ✅ Created VM: bioml-aide-polarishub-tdcommons-bbb-martins-a3962174
[2025-08-20 01:01:15] Waiting for SSH on bioml-aide-polarishub-tdcommons-bbb-martins-a3962174...
[2025-08-20 01:01:15] ✅ Created VM: bioml-biomni-polarishub-tdcommons-caco2-wang-34fe9a00
[2025-08-20 01:01:15] Waiting for SSH on bioml-biomni-polarishub-tdcommons-caco2-wang-34fe9a00...
[2025-08-20 01:01:15] ✅ Created VM: bioml-mlagentbench-polarishub-polaris-pkis2-egfr--4828-d425723b
[2025-08-20 01:01:15] Waiting for SSH on bioml-mlagentbench-polarishub-polaris-pkis2-egfr--4828-d425723b...
[2025-08-20 01:01:15] ✅ Created VM: bioml-mlagentbench-proteingym-dms-csn4-mouse-tsub-f8eb-12a66b42
[2025-08-20 01:01:15] Waiting for SSH on bioml-mlagentbench-proteingym-dms-csn4-mouse-tsub-f8eb-12a66b42...
[2025-08-20 01:01:15] ✅ Created VM: bioml-mlagentbench-manual-open-problems-predict-m-bdbd-6432f423
[2025-08-20 01:01:15] Waiting for SSH on bioml-mlagentbench-manual-open-problems-predict-m-bdbd-6432f423...
[2025-08-20 01:01:15] ✅ Created VM: bioml-aide-proteingym-dms-q8eg35-sheon-campbell-2-ba15-bca33445
[2025-08-20 01:01:15] Waiting for SSH on bioml-aide-proteingym-dms-q8eg35-sheon-campbell-2-ba15-bca33445...
[2025-08-20 01:01:15] ✅ Created VM: bioml-biomni-manual-open-problems-spatially-varia-571b-0be797e4
[2025-08-20 01:01:15] Waiting for SSH on bioml-biomni-manual-open-problems-spatially-varia-571b-0be797e4...
[2025-08-20 01:01:15] ✅ Created VM: bioml-mlagentbench-polarishub-tdcommons-caco2-wang-1d5766df
[2025-08-20 01:01:15] Waiting for SSH on bioml-mlagentbench-polarishub-tdcommons-caco2-wang-1d5766df...
[2025-08-20 01:01:15] ✅ Created VM: bioml-biomni-proteingym-dms-csn4-mouse-tsuboyama--f8eb-144676e0
[2025-08-20 01:01:15] Waiting for SSH on bioml-biomni-proteingym-dms-csn4-mouse-tsuboyama--f8eb-144676e0...
[2025-08-20 01:01:15] ✅ Created VM: bioml-aide-proteingym-dms-csn4-mouse-tsuboyama-20-f8eb-c34054ac
[2025-08-20 01:01:15] Waiting for SSH on bioml-aide-proteingym-dms-csn4-mouse-tsuboyama-20-f8eb-c34054ac...
[2025-08-20 01:01:15] ✅ Created VM: bioml-biomni-proteingym-dms-spike-sars2-starr-202-eef5-5523a904
[2025-08-20 01:01:15] Waiting for SSH on bioml-biomni-proteingym-dms-spike-sars2-starr-202-eef5-5523a904...
[2025-08-20 01:01:16] ✅ Created VM: bioml-mlagentbench-proteingym-dms-spike-sars2-sta-eef5-d48adafa
[2025-08-20 01:01:16] Waiting for SSH on bioml-mlagentbench-proteingym-dms-spike-sars2-sta-eef5-d48adafa...
[2025-08-20 01:01:16] ✅ Created VM: bioml-mlagentbench-polarishub-tdcommons-lipophili-2986-807d7b86
[2025-08-20 01:01:16] Waiting for SSH on bioml-mlagentbench-polarishub-tdcommons-lipophili-2986-807d7b86...
[2025-08-20 01:01:16] ✅ Created VM: bioml-aide-polarishub-polaris-pkis2-egfr-wt-c-1-292c345a
[2025-08-20 01:01:16] Waiting for SSH on bioml-aide-polarishub-polaris-pkis2-egfr-wt-c-1-292c345a...
[2025-08-20 01:01:16] ✅ Created VM: bioml-stella-polarishub-tdcommons-bbb-martins-d94863eb
[2025-08-20 01:01:16] Waiting for SSH on bioml-stella-polarishub-tdcommons-bbb-martins-d94863eb...
[2025-08-20 01:01:16] ✅ Created VM: bioml-biomni-polarishub-tdcommons-cyp2d6-substrat-dbd8-030a8d84
[2025-08-20 01:01:16] Waiting for SSH on bioml-biomni-polarishub-tdcommons-cyp2d6-substrat-dbd8-030a8d84...
[2025-08-20 01:01:16] ✅ Created VM: bioml-stella-polarishub-polaris-adme-fang-r-1-9a12d9a8
[2025-08-20 01:01:16] Waiting for SSH on bioml-stella-polarishub-polaris-adme-fang-r-1-9a12d9a8...
[2025-08-20 01:01:16] ✅ Created VM: bioml-aide-polarishub-tdcommons-lipophilicity-ast-2986-6d5d214c
[2025-08-20 01:01:16] Waiting for SSH on bioml-aide-polarishub-tdcommons-lipophilicity-ast-2986-6d5d214c...
[2025-08-20 01:01:16] ✅ Created VM: bioml-mlagentbench-polarishub-polaris-adme-fang-r-1-c7b078e6
[2025-08-20 01:01:16] Waiting for SSH on bioml-mlagentbench-polarishub-polaris-adme-fang-r-1-c7b078e6...
[2025-08-20 01:01:16] ✅ Created VM: bioml-biomni-manual-open-problems-single-cell-per-a5ce-9ef47563
[2025-08-20 01:01:16] Waiting for SSH on bioml-biomni-manual-open-problems-single-cell-per-a5ce-9ef47563...
[2025-08-20 01:01:16] ✅ Created VM: bioml-biomni-polarishub-tdcommons-herg-51fca13c
[2025-08-20 01:01:16] Waiting for SSH on bioml-biomni-polarishub-tdcommons-herg-51fca13c...
[2025-08-20 01:01:16] ✅ Created VM: bioml-mlagentbench-proteingym-dms-cbx4-human-tsub-86b9-2a874c5f
[2025-08-20 01:01:16] Waiting for SSH on bioml-mlagentbench-proteingym-dms-cbx4-human-tsub-86b9-2a874c5f...
[2025-08-20 01:01:16] ✅ Created VM: bioml-biomni-proteingym-dms-q8eg35-sheon-campbell-ba15-f23403ca
[2025-08-20 01:01:16] Waiting for SSH on bioml-biomni-proteingym-dms-q8eg35-sheon-campbell-ba15-f23403ca...
[2025-08-20 01:01:16] ✅ Created VM: bioml-aide-manual-open-problems-cell-cell-communi-049d-d82b0178
[2025-08-20 01:01:16] Waiting for SSH on bioml-aide-manual-open-problems-cell-cell-communi-049d-d82b0178...
[2025-08-20 01:01:16] ✅ Created VM: bioml-stella-manual-open-problems-single-cell-per-a5ce-ffb34e69
[2025-08-20 01:01:16] Waiting for SSH on bioml-stella-manual-open-problems-single-cell-per-a5ce-ffb34e69...
[2025-08-20 01:01:16] ✅ Created VM: bioml-stella-proteingym-dms-cbx4-human-tsuboyama--86b9-27e5de05
[2025-08-20 01:01:16] Waiting for SSH on bioml-stella-proteingym-dms-cbx4-human-tsuboyama--86b9-27e5de05...
[2025-08-20 01:01:16] ✅ Created VM: bioml-stella-polarishub-tdcommons-lipophilicity-a-2986-46ef87a7
[2025-08-20 01:01:16] Waiting for SSH on bioml-stella-polarishub-tdcommons-lipophilicity-a-2986-46ef87a7...
[2025-08-20 01:01:16] ✅ Created VM: bioml-mlagentbench-polarishub-tdcommons-cyp2d6-su-dbd8-8bcd9886
[2025-08-20 01:01:16] Waiting for SSH on bioml-mlagentbench-polarishub-tdcommons-cyp2d6-su-dbd8-8bcd9886...
[2025-08-20 01:01:16] ✅ Created VM: bioml-biomni-manual-open-problems-cell-cell-commu-049d-1e89074b
[2025-08-20 01:01:16] Waiting for SSH on bioml-biomni-manual-open-problems-cell-cell-commu-049d-1e89074b...
[2025-08-20 01:01:16] ✅ Created VM: bioml-stella-proteingym-dms-spike-sars2-starr-202-eef5-4aeb656b
[2025-08-20 01:01:16] Waiting for SSH on bioml-stella-proteingym-dms-spike-sars2-starr-202-eef5-4aeb656b...
[2025-08-20 01:01:16] ✅ Created VM: bioml-biomni-proteingym-dms-sbi-staam-tsuboyama-2-a75d-36883c2d
[2025-08-20 01:01:16] Waiting for SSH on bioml-biomni-proteingym-dms-sbi-staam-tsuboyama-2-a75d-36883c2d...
[2025-08-20 01:01:16] ✅ Created VM: bioml-aide-proteingym-dms-spike-sars2-starr-2020--eef5-2b6e9630
[2025-08-20 01:01:16] Waiting for SSH on bioml-aide-proteingym-dms-spike-sars2-starr-2020--eef5-2b6e9630...
[2025-08-20 01:01:16] ✅ Created VM: bioml-stella-manual-open-problems-spatially-varia-571b-628f0848
[2025-08-20 01:01:16] Waiting for SSH on bioml-stella-manual-open-problems-spatially-varia-571b-628f0848...
[2025-08-20 01:01:16] ✅ Created VM: bioml-aide-manual-open-problems-single-cell-pertu-a5ce-b86a8f46
[2025-08-20 01:01:16] Waiting for SSH on bioml-aide-manual-open-problems-single-cell-pertu-a5ce-b86a8f46...
[2025-08-20 01:01:16] ✅ Created VM: bioml-biomni-polarishub-polaris-adme-fang-hclint-1-a1b05786
[2025-08-20 01:01:16] Waiting for SSH on bioml-biomni-polarishub-polaris-adme-fang-hclint-1-a1b05786...
[2025-08-20 01:01:16] ✅ Created VM: bioml-aide-polarishub-polaris-adme-fang-r-1-e6abe069
[2025-08-20 01:01:16] Waiting for SSH on bioml-aide-polarishub-polaris-adme-fang-r-1-e6abe069...
[2025-08-20 01:01:16] ✅ Created VM: bioml-stella-proteingym-dms-psae-picp2-tsuboyama--978d-60d8b44c
[2025-08-20 01:01:16] Waiting for SSH on bioml-stella-proteingym-dms-psae-picp2-tsuboyama--978d-60d8b44c...
[2025-08-20 01:01:16] ✅ Created VM: bioml-aide-polarishub-polaris-adme-fang-hppb-1-f7092fd6
[2025-08-20 01:01:16] Waiting for SSH on bioml-aide-polarishub-polaris-adme-fang-hppb-1-f7092fd6...
[2025-08-20 01:01:16] ✅ Created VM: bioml-stella-proteingym-dms-q8eg35-sheon-campbell-ba15-240c0630
[2025-08-20 01:01:16] Waiting for SSH on bioml-stella-proteingym-dms-q8eg35-sheon-campbell-ba15-240c0630...
[2025-08-20 01:01:16] ✅ Created VM: bioml-mlagentbench-proteingym-dms-psae-picp2-tsub-978d-0dc4b35b
[2025-08-20 01:01:16] Waiting for SSH on bioml-mlagentbench-proteingym-dms-psae-picp2-tsub-978d-0dc4b35b...
[2025-08-20 01:01:16] ✅ Created VM: bioml-biomni-polarishub-polaris-adme-fang-solu-1-522b65fe
[2025-08-20 01:01:16] Waiting for SSH on bioml-biomni-polarishub-polaris-adme-fang-solu-1-522b65fe...
[2025-08-20 01:01:17] ✅ Created VM: bioml-mlagentbench-proteingym-dms-q8eg35-sheon-ca-ba15-531e1ccc
[2025-08-20 01:01:17] Waiting for SSH on bioml-mlagentbench-proteingym-dms-q8eg35-sheon-ca-ba15-531e1ccc...
[2025-08-20 01:01:17] ✅ Created VM: bioml-mlagentbench-manual-open-problems-single-ce-a5ce-4464f4a3
[2025-08-20 01:01:17] Waiting for SSH on bioml-mlagentbench-manual-open-problems-single-ce-a5ce-4464f4a3...
[2025-08-20 01:01:17] ✅ Created VM: bioml-aide-proteingym-dms-psae-picp2-tsuboyama-20-978d-395483d0
[2025-08-20 01:01:17] Waiting for SSH on bioml-aide-proteingym-dms-psae-picp2-tsuboyama-20-978d-395483d0...
[2025-08-20 01:01:17] ✅ Created VM: bioml-aide-manual-open-problems-predict-modality-f43a66d0
[2025-08-20 01:01:17] Waiting for SSH on bioml-aide-manual-open-problems-predict-modality-f43a66d0...
[2025-08-20 01:01:17] ✅ Created VM: bioml-stella-proteingym-dms-csn4-mouse-tsuboyama--f8eb-749bbdee
[2025-08-20 01:01:17] Waiting for SSH on bioml-stella-proteingym-dms-csn4-mouse-tsuboyama--f8eb-749bbdee...
[2025-08-20 01:01:17] ✅ Created VM: bioml-stella-polarishub-tdcommons-caco2-wang-b98b5b6e
[2025-08-20 01:01:17] Waiting for SSH on bioml-stella-polarishub-tdcommons-caco2-wang-b98b5b6e...
[2025-08-20 01:01:17] ✅ Created VM: bioml-biomni-polarishub-tdcommons-lipophilicity-a-2986-dbbefaf1
[2025-08-20 01:01:17] Waiting for SSH on bioml-biomni-polarishub-tdcommons-lipophilicity-a-2986-dbbefaf1...
[2025-08-20 01:01:17] ✅ Created VM: bioml-biomni-polarishub-polaris-adme-fang-hppb-1-c81dfb10
[2025-08-20 01:01:17] Waiting for SSH on bioml-biomni-polarishub-polaris-adme-fang-hppb-1-c81dfb10...
[2025-08-20 01:01:17] ✅ Created VM: bioml-biomni-polarishub-tdcommons-bbb-martins-55aeb5cf
[2025-08-20 01:01:17] Waiting for SSH on bioml-biomni-polarishub-tdcommons-bbb-martins-55aeb5cf...
[2025-08-20 01:01:17] ✅ Created VM: bioml-stella-polarishub-tdcommons-herg-654c759e
[2025-08-20 01:01:17] Waiting for SSH on bioml-stella-polarishub-tdcommons-herg-654c759e...
[2025-08-20 01:01:31] ✅ Created VM: bioml-aide-polarishub-polaris-adme-fang-solu-1-9ff5de7e
[2025-08-20 01:01:31] Waiting for SSH on bioml-aide-polarishub-polaris-adme-fang-solu-1-9ff5de7e...
[2025-08-20 01:01:33] ✅ SSH ready on bioml-mlagentbench-polarishub-polaris-adme-fang-hppb-1-4c58f7d6
[2025-08-20 01:01:33] Running job on bioml-mlagentbench-polarishub-polaris-adme-fang-hppb-1-4c58f7d6: mlagentbench -> polarishub/polaris-adme-fang-hppb-1
[2025-08-20 01:01:33] ✅ SSH ready on bioml-biomni-polarishub-polaris-adme-fang-r-1-e1c3ea77
[2025-08-20 01:01:33] Running job on bioml-biomni-polarishub-polaris-adme-fang-r-1-e1c3ea77: biomni -> polarishub/polaris-adme-fang-r-1
[2025-08-20 01:01:33] ✅ SSH ready on bioml-biomni-proteingym-dms-psae-picp2-tsuboyama--978d-054a0cea
[2025-08-20 01:01:33] Running job on bioml-biomni-proteingym-dms-psae-picp2-tsuboyama--978d-054a0cea: biomni -> proteingym-dms/PSAE_PICP2_Tsuboyama_2023_1PSE
[2025-08-20 01:01:34] ✅ SSH ready on bioml-mlagentbench-polarishub-tdcommons-herg-9656b23c
[2025-08-20 01:01:34] Running job on bioml-mlagentbench-polarishub-tdcommons-herg-9656b23c: mlagentbench -> polarishub/tdcommons-herg
[2025-08-20 01:01:34] ✅ SSH ready on bioml-stella-polarishub-polaris-adme-fang-hclint-1-13cede77
[2025-08-20 01:01:34] Running job on bioml-stella-polarishub-polaris-adme-fang-hclint-1-13cede77: stella -> polarishub/polaris-adme-fang-hclint-1
[2025-08-20 01:01:34] ✅ SSH ready on bioml-mlagentbench-polarishub-polaris-adme-fang-solu-1-6221c7de
[2025-08-20 01:01:34] Running job on bioml-mlagentbench-polarishub-polaris-adme-fang-solu-1-6221c7de: mlagentbench -> polarishub/polaris-adme-fang-solu-1
[2025-08-20 01:01:34] ✅ SSH ready on bioml-stella-proteingym-dms-sbi-staam-tsuboyama-2-a75d-96406c0e
[2025-08-20 01:01:34] Running job on bioml-stella-proteingym-dms-sbi-staam-tsuboyama-2-a75d-96406c0e: stella -> proteingym-dms/SBI_STAAM_Tsuboyama_2023_2JVG
[2025-08-20 01:01:34] ✅ SSH ready on bioml-stella-polarishub-polaris-adme-fang-solu-1-0317d7d9
[2025-08-20 01:01:34] Running job on bioml-stella-polarishub-polaris-adme-fang-solu-1-0317d7d9: stella -> polarishub/polaris-adme-fang-solu-1
[2025-08-20 01:01:34] ✅ SSH ready on bioml-aide-proteingym-dms-sbi-staam-tsuboyama-202-a75d-ebe2e149
[2025-08-20 01:01:34] Running job on bioml-aide-proteingym-dms-sbi-staam-tsuboyama-202-a75d-ebe2e149: aide -> proteingym-dms/SBI_STAAM_Tsuboyama_2023_2JVG
[2025-08-20 01:01:34] ✅ SSH ready on bioml-aide-polarishub-tdcommons-herg-b4912d5e
[2025-08-20 01:01:34] Running job on bioml-aide-polarishub-tdcommons-herg-b4912d5e: aide -> polarishub/tdcommons-herg
[2025-08-20 01:01:34] ✅ SSH ready on bioml-biomni-manual-open-problems-predict-modality-c4c65bb9
[2025-08-20 01:01:34] Running job on bioml-biomni-manual-open-problems-predict-modality-c4c65bb9: biomni -> manual/open-problems-predict-modality
[2025-08-20 01:01:35] ✅ SSH ready on bioml-aide-manual-open-problems-spatially-variabl-571b-399ab6c7
[2025-08-20 01:01:35] Running job on bioml-aide-manual-open-problems-spatially-variabl-571b-399ab6c7: aide -> manual/open-problems-spatially-variable-genes
[2025-08-20 01:01:35] ✅ SSH ready on bioml-stella-polarishub-polaris-pkis2-egfr-wt-c-1-1f058a2d
[2025-08-20 01:01:35] Running job on bioml-stella-polarishub-polaris-pkis2-egfr-wt-c-1-1f058a2d: stella -> polarishub/polaris-pkis2-egfr-wt-c-1
[2025-08-20 01:01:35] ✅ SSH ready on bioml-stella-polarishub-tdcommons-cyp2d6-substrat-dbd8-64dd181a
[2025-08-20 01:01:35] Running job on bioml-stella-polarishub-tdcommons-cyp2d6-substrat-dbd8-64dd181a: stella -> polarishub/tdcommons-cyp2d6-substrate-carbonmangels
[2025-08-20 01:01:36] ✅ SSH ready on bioml-stella-manual-open-problems-predict-modality-68cca46a
[2025-08-20 01:01:36] Running job on bioml-stella-manual-open-problems-predict-modality-68cca46a: stella -> manual/open-problems-predict-modality
[2025-08-20 01:01:36] ✅ SSH ready on bioml-stella-manual-open-problems-cell-cell-commu-049d-1b6c55ef
[2025-08-20 01:01:36] Running job on bioml-stella-manual-open-problems-cell-cell-commu-049d-1b6c55ef: stella -> manual/open-problems-cell-cell-communication-ligand-target
[2025-08-20 01:01:39] ✅ SSH ready on bioml-mlagentbench-manual-open-problems-cell-cell-049d-08e9dfe9
[2025-08-20 01:01:39] Running job on bioml-mlagentbench-manual-open-problems-cell-cell-049d-08e9dfe9: mlagentbench -> manual/open-problems-cell-cell-communication-ligand-target
[2025-08-20 01:01:39] ✅ SSH ready on bioml-biomni-proteingym-dms-cbx4-human-tsuboyama--86b9-412a6e34
[2025-08-20 01:01:39] Running job on bioml-biomni-proteingym-dms-cbx4-human-tsuboyama--86b9-412a6e34: biomni -> proteingym-dms/CBX4_HUMAN_Tsuboyama_2023_2K28
[2025-08-20 01:01:39] ✅ SSH ready on bioml-biomni-polarishub-polaris-adme-fang-solu-1-522b65fe
[2025-08-20 01:01:39] Running job on bioml-biomni-polarishub-polaris-adme-fang-solu-1-522b65fe: biomni -> polarishub/polaris-adme-fang-solu-1
[2025-08-20 01:01:41] ✅ SSH ready on bioml-mlagentbench-manual-open-problems-spatially-571b-2577523b
[2025-08-20 01:01:41] Running job on bioml-mlagentbench-manual-open-problems-spatially-571b-2577523b: mlagentbench -> manual/open-problems-spatially-variable-genes
[2025-08-20 01:01:41] ✅ SSH ready on bioml-mlagentbench-proteingym-dms-sbi-staam-tsubo-a75d-120048a9
[2025-08-20 01:01:41] Running job on bioml-mlagentbench-proteingym-dms-sbi-staam-tsubo-a75d-120048a9: mlagentbench -> proteingym-dms/SBI_STAAM_Tsuboyama_2023_2JVG
[2025-08-20 01:01:42] ✅ SSH ready on bioml-aide-polarishub-tdcommons-bbb-martins-a3962174
[2025-08-20 01:01:42] Running job on bioml-aide-polarishub-tdcommons-bbb-martins-a3962174: aide -> polarishub/tdcommons-bbb-martins
[2025-08-20 01:01:42] ✅ SSH ready on bioml-mlagentbench-manual-open-problems-predict-m-bdbd-6432f423
[2025-08-20 01:01:42] Running job on bioml-mlagentbench-manual-open-problems-predict-m-bdbd-6432f423: mlagentbench -> manual/open-problems-predict-modality
[2025-08-20 01:01:42] ✅ SSH ready on bioml-aide-proteingym-dms-csn4-mouse-tsuboyama-20-f8eb-c34054ac
[2025-08-20 01:01:42] Running job on bioml-aide-proteingym-dms-csn4-mouse-tsuboyama-20-f8eb-c34054ac: aide -> proteingym-dms/CSN4_MOUSE_Tsuboyama_2023_1UFM_indels
[2025-08-20 01:01:43] ✅ SSH ready on bioml-mlagentbench-proteingym-dms-spike-sars2-sta-eef5-d48adafa
[2025-08-20 01:01:43] Running job on bioml-mlagentbench-proteingym-dms-spike-sars2-sta-eef5-d48adafa: mlagentbench -> proteingym-dms/SPIKE_SARS2_Starr_2020_binding
[2025-08-20 01:01:43] ✅ SSH ready on bioml-mlagentbench-proteingym-dms-csn4-mouse-tsub-f8eb-12a66b42
[2025-08-20 01:01:43] Running job on bioml-mlagentbench-proteingym-dms-csn4-mouse-tsub-f8eb-12a66b42: mlagentbench -> proteingym-dms/CSN4_MOUSE_Tsuboyama_2023_1UFM_indels
[2025-08-20 01:01:43] ✅ SSH ready on bioml-biomni-polarishub-tdcommons-caco2-wang-34fe9a00
[2025-08-20 01:01:43] Running job on bioml-biomni-polarishub-tdcommons-caco2-wang-34fe9a00: biomni -> polarishub/tdcommons-caco2-wang
[2025-08-20 01:01:43] ✅ SSH ready on bioml-mlagentbench-polarishub-tdcommons-caco2-wang-1d5766df
[2025-08-20 01:01:43] Running job on bioml-mlagentbench-polarishub-tdcommons-caco2-wang-1d5766df: mlagentbench -> polarishub/tdcommons-caco2-wang
[2025-08-20 01:01:43] ✅ SSH ready on bioml-biomni-proteingym-dms-csn4-mouse-tsuboyama--f8eb-144676e0
[2025-08-20 01:01:43] Running job on bioml-biomni-proteingym-dms-csn4-mouse-tsuboyama--f8eb-144676e0: biomni -> proteingym-dms/CSN4_MOUSE_Tsuboyama_2023_1UFM_indels
[2025-08-20 01:01:43] ✅ SSH ready on bioml-mlagentbench-polarishub-polaris-pkis2-egfr--4828-d425723b
[2025-08-20 01:01:43] Running job on bioml-mlagentbench-polarishub-polaris-pkis2-egfr--4828-d425723b: mlagentbench -> polarishub/polaris-pkis2-egfr-wt-c-1
[2025-08-20 01:01:43] ✅ SSH ready on bioml-mlagentbench-proteingym-dms-q8eg35-sheon-ca-ba15-531e1ccc
[2025-08-20 01:01:43] Running job on bioml-mlagentbench-proteingym-dms-q8eg35-sheon-ca-ba15-531e1ccc: mlagentbench -> proteingym-dms/Q8EG35_SHEON_Campbell_2022_indels
[2025-08-20 01:01:44] ✅ SSH ready on bioml-biomni-manual-open-problems-spatially-varia-571b-0be797e4
[2025-08-20 01:01:44] Running job on bioml-biomni-manual-open-problems-spatially-varia-571b-0be797e4: biomni -> manual/open-problems-spatially-variable-genes
[2025-08-20 01:01:44] ✅ SSH ready on bioml-mlagentbench-proteingym-dms-cbx4-human-tsub-86b9-2a874c5f
[2025-08-20 01:01:44] Running job on bioml-mlagentbench-proteingym-dms-cbx4-human-tsub-86b9-2a874c5f: mlagentbench -> proteingym-dms/CBX4_HUMAN_Tsuboyama_2023_2K28
[2025-08-20 01:01:44] ✅ SSH ready on bioml-biomni-polarishub-polaris-adme-fang-hppb-1-c81dfb10
[2025-08-20 01:01:44] Running job on bioml-biomni-polarishub-polaris-adme-fang-hppb-1-c81dfb10: biomni -> polarishub/polaris-adme-fang-hppb-1
[2025-08-20 01:01:44] ✅ SSH ready on bioml-biomni-proteingym-dms-sbi-staam-tsuboyama-2-a75d-36883c2d
[2025-08-20 01:01:44] Running job on bioml-biomni-proteingym-dms-sbi-staam-tsuboyama-2-a75d-36883c2d: biomni -> proteingym-dms/SBI_STAAM_Tsuboyama_2023_2JVG
[2025-08-20 01:01:44] ✅ SSH ready on bioml-aide-manual-open-problems-cell-cell-communi-049d-d82b0178
[2025-08-20 01:01:44] Running job on bioml-aide-manual-open-problems-cell-cell-communi-049d-d82b0178: aide -> manual/open-problems-cell-cell-communication-ligand-target
[2025-08-20 01:01:44] ✅ SSH ready on bioml-biomni-proteingym-dms-spike-sars2-starr-202-eef5-5523a904
[2025-08-20 01:01:44] Running job on bioml-biomni-proteingym-dms-spike-sars2-starr-202-eef5-5523a904: biomni -> proteingym-dms/SPIKE_SARS2_Starr_2020_binding
[2025-08-20 01:01:44] ✅ SSH ready on bioml-aide-polarishub-polaris-pkis2-egfr-wt-c-1-292c345a
[2025-08-20 01:01:44] Running job on bioml-aide-polarishub-polaris-pkis2-egfr-wt-c-1-292c345a: aide -> polarishub/polaris-pkis2-egfr-wt-c-1
[2025-08-20 01:01:44] ✅ SSH ready on bioml-aide-manual-open-problems-single-cell-pertu-a5ce-b86a8f46
[2025-08-20 01:01:44] Running job on bioml-aide-manual-open-problems-single-cell-pertu-a5ce-b86a8f46: aide -> manual/open-problems-single-cell-perturbations
[2025-08-20 01:01:45] ✅ SSH ready on bioml-stella-polarishub-polaris-adme-fang-r-1-9a12d9a8
